id,user_id,name,size,type,path,created_at,updated_at
1,61,todolist.txt,0,text/plain,upload\c4c0215f-94f8-4086-b604-d11182009a5b.txt,"2023-03-08 18:02:11","2023-03-08 18:02:11"
